race_id,driver_id,stop,lap,time,duration,milliseconds
1005,807,1,30,15:05:33,23.555,23555
1004,807,1,35,15:12:47,30.625,30625
1003,807,1,15,20:44:23,31.183,31183
1002,807,1,1,15:15:34,25.234,25234
1002,807,2,41,16:14:52,24.456,24456
1000,807,1,23,15:46:04,21.966,21966
1000,807,2,50,16:24:45,22.65,22650
999,807,1,18,15:37:14,19.584,19584
999,807,2,51,16:21:56,20.752,20752
999,807,3,55,16:29:16,20.812,20812
998,807,1,20,14:45:06,28.719,28719
996,807,1,37,17:18:16,25.016,25016
995,807,1,13,14:32:32,24.521,24521
994,807,1,50,16:18:53,25.213,25213
991,807,1,13,14:35:30,23.654,23654
991,807,2,31,15:06:04,23.297,23297
990,807,1,15,18:39:05,24.454,24454
990,807,2,39,19:18:06,24.382,24382
989,807,1,24,16:49:35,22.628,22628
1073,815,1,21,17:34:55,21.471,21471
1073,815,2,36,17:57:40,21.413,21413
1073,815,3,53,18:23:09,21.385,21385
1072,815,1,10,20:50:04,20.71,20710
1072,815,2,13,20:58:46,16:42.6,1002619
1071,815,1,7,14:12:34,18.308,18308
1071,815,2,8,14:14:48,18.136,18136
1071,815,3,28,14:42:01,23.165,23165
1071,815,4,42,14:59:48,22.656,22656
1071,815,5,69,15:33:06,22.916,22916
1070,815,1,40,14:00:14,22.114,22114
1069,815,1,12,14:24:06,25.018,25018
1069,815,2,30,14:55:02,23.604,23604
1067,815,1,37,16:01:47,22.463,22463
1066,815,1,36,16:04:32,36.026,36026
1066,815,2,50,16:29:36,32.313,32313
1065,815,1,26,15:41:34,23.906,23906
1064,815,1,8,15:13:52,19.287,19287
1064,815,2,47,16:03:51,18.555,18555
1061,815,1,2,15:08:37,34:36.4,2076405
1061,815,2,18,16:10:00,27.892,27892
1061,815,3,38,16:41:17,27.848,27848
1061,815,4,48,16:56:54,29.082,29082
1060,815,1,32,15:42:28,21.735,21735
1059,815,1,24,15:43:14,29.682,29682
1058,815,1,26,15:33:46,23.477,23477
1058,815,2,54,16:06:26,20.961,20961
1057,815,1,13,16:27:25,21.874,21874
1057,815,2,47,17:33:39,15.277,15277
1057,815,3,48,17:36:45,33:18.5,1998466
1056,815,1,35,15:47:44,24.548,24548
1055,815,1,27,15:43:06,22.382,22382
1055,815,2,57,16:24:55,21.345,21345
1054,815,1,2,15:06:18,21.89,21890
1054,815,2,3,15:08:39,22.1,22100
1054,815,3,51,16:17:18,26.607,26607
1053,815,1,28,15:49:58,44.608,44608
1053,815,2,33,15:59:11,26:21.2,1581158
1052,815,1,2,18:11:56,23.993,23993
1052,815,2,19,18:40:35,24.105,24105
1052,815,3,38,19:11:20,24.191,24191
1051,815,1,19,17:32:28,25.419,25419
1051,815,2,41,18:05:15,25.42,25420
1046,815,1,1,20:14:22,24.214,24214
1046,815,2,47,21:01:49,24.507,24507
1045,815,1,1,17:15:46,19:23.4,1163442
1045,815,2,20,19:12:34,24.317,24317
1045,815,3,36,19:38:16,24.589,24589
1044,815,1,10,13:32:35,25.163,25163
1043,815,1,27,13:49:28,29.985,29985
1043,815,2,51,14:21:54,30.555,30555
1042,815,1,1,13:14:54,26.177,26177
1042,815,2,45,14:15:49,26.635,26635
1041,815,1,28,14:57:23,22.88,22880
1041,815,2,45,15:24:17,22.612,22612
1040,815,1,20,14:52:46,29.602,29602
1039,815,1,7,15:28:44,17.531,17531
1039,815,2,8,15:31:21,24:01.5,1441547
1039,815,3,28,16:25:26,23.088,23088
1039,815,4,43,16:46:45,23.002,23002
1039,815,5,45,16:50:40,21:39.7,1299712
1038,815,1,22,15:46:48,26.693,26693
1038,815,2,26,15:55:14,25:25.0,1524989
1037,815,1,18,15:51:01,23.175,23175
1036,815,1,29,15:54:39,22.641,22641
1033,815,1,3,15:17:53,23.263,23263
1033,815,2,35,16:03:08,22.051,22051
1032,815,1,38,15:58:45,22.761,22761
1031,815,1,26,15:43:34,22.383,22383
1031,815,2,56,16:24:01,16.546,16546
1030,815,1,37,18:18:24,22.23,22230
1029,815,1,17,14:34:32,23.079,23079
1029,815,2,45,15:09:29,23.142,23142
1028,815,1,24,13:54:54,24.207,24207
1027,815,1,20,13:41:30,22.357,22357
1026,815,1,19,14:44:18,22.88,22880
1026,815,2,41,15:19:44,23.301,23301
1025,815,1,23,14:54:44,30.271,30271
1024,815,1,13,20:37:45,29.082,29082
1023,815,1,28,15:54:06,25.34,25340
1022,815,1,15,15:45:09,23.133,23133
1021,815,1,18,15:38:23,21.901,21901
1019,815,1,18,14:41:03,30.264,30264
1019,815,2,24,14:52:57,38.032,38032
1019,815,3,46,15:26:57,28.747,28747
1018,815,1,28,15:46:02,22.33,22330
1017,815,1,18,15:42:54,37.286,37286
1016,815,1,11,14:27:40,24.076,24076
1015,815,1,11,15:28:09,28.463,28463
1014,815,1,24,15:47:11,22.781,22781
1014,815,2,45,16:17:06,22.896,22896
1013,815,1,10,16:32:13,20.939,20939
1012,815,1,20,14:47:27,23.733,23733
1011,815,1,8,18:26:49,27.136,27136
1011,815,2,33,19:08:18,26.798,26798
1010,815,1,13,16:33:28,23.234,23234
1009,815,1,26,18:04:04,22.112,22112
1008,815,1,39,16:02:25,23.505,23505
1007,815,1,30,13:56:04,23.755,23755
1006,815,1,25,13:57:18,25.723,25723
1005,815,1,24,14:55:30,23.635,23635
1004,815,1,12,14:34:04,29.924,29924
1003,815,1,17,20:47:51,29.978,29978
1003,815,2,33,21:17:29,30.561,30561
1003,815,3,39,21:28:41,24.34,24340
1002,815,1,39,16:11:20,25.655,25655
1001,815,1,1,15:16:02,19.667,19667
1001,815,2,25,16:03:39,23.157,23157
1000,815,1,22,15:44:52,22.561,22561
999,815,1,22,15:42:34,25.13,25130
998,815,1,13,14:34:17,28.651,28651
998,815,2,32,15:04:53,28.836,28836
997,815,1,27,15:45:05,22.863,22863
995,815,1,9,14:27:34,24.086,24086
995,815,2,44,15:12:48,23.718,23718
994,815,1,21,15:40:40,29.379,29379
993,815,1,26,15:54:45,22.438,22438
993,815,2,40,16:14:56,22.242,22242
992,815,1,2,16:19:26,28.109,28109
992,815,2,40,17:31:34,26.174,26174
991,815,1,12,14:34:05,22.856,22856
991,815,2,32,15:08:44,22.334,22334
990,815,1,9,18:29:30,24.992,24992
990,815,2,32,19:07:17,24.677,24677
989,815,1,24,16:49:51,22.327,22327
1073,817,1,18,17:30:47,21.449,21449
1073,817,2,52,18:22:38,22.056,22056
1072,817,1,13,20:58:41,16:37.0,997029
1072,817,2,15,21:22:05,18:07.3,1087296
1071,817,1,7,14:12:47,19.732,19732
1071,817,2,8,14:15:01,18.347,18347
1071,817,3,30,14:44:58,22.839,22839
1070,817,1,1,13:05:11,38.128,38128
1070,817,2,38,13:58:47,22.813,22813
1069,817,1,11,14:22:38,24.176,24176
1069,817,2,30,14:55:23,24.036,24036
1067,817,1,21,15:37:18,23.028,23028
1066,817,1,22,15:41:11,33.617,33617
1066,817,2,48,16:25:35,31.016,31016
1065,817,1,22,15:35:18,23.812,23812
1064,817,1,30,15:42:01,19.449,19449
1062,817,1,2,15:08:28,24:17.1,1457127
1062,817,2,3,15:34:43,34.492,34492
1062,817,3,20,15:59:29,21.623,21623
1061,817,1,2,15:08:05,34:11.3,2051281
1061,817,2,20,16:12:48,28.817,28817
1060,817,1,29,15:38:55,21.151,21151
1059,817,1,16,15:30:21,29.951,29951
1058,817,1,41,15:52:04,21.41,21410
1057,817,1,11,16:24:12,20.082,20082
1057,817,2,47,17:34:01,14.994,14994
1057,817,3,48,17:37:00,33:35.2,2015163
1056,817,1,36,15:49:52,24.715,24715
1055,817,1,25,15:40:16,22.406,22406
1055,817,2,46,16:09:49,21.762,21762
1054,817,1,2,15:06:31,21.965,21965
1054,817,2,3,15:08:51,22.355,22355
1054,817,3,41,16:03:56,28.639,28639
1053,817,1,27,15:48:57,34.34,34340
1053,817,2,33,15:59:25,26:14.8,1574827
1052,817,1,13,18:30:45,24.688,24688
1052,817,2,32,19:01:44,24.655,24655
1051,817,1,26,17:43:19,25.562,25562
1047,817,1,39,18:23:37,22.123,22123
1046,817,1,29,20:44:08,24.474,24474
1046,817,2,55,21:09:56,24.695,24695
1045,817,1,1,17:15:56,19:19.7,1159722
1045,817,2,16,19:06:25,24.617,24617
1045,817,3,36,19:38:50,24.817,24817
1044,817,1,10,13:32:52,23.47,23470
1044,817,2,32,14:12:20,23.208,23208
1043,817,1,14,13:32:09,30.204,30204
1042,817,1,14,13:33:08,26.999,26999
1041,817,1,16,14:38:37,22.159,22159
1041,817,2,44,15:22:03,22.53,22530
1040,817,1,15,14:44:24,30.112,30112
1039,817,1,7,15:28:42,17.464,17464
1039,817,2,8,15:31:19,24:01.0,1441000
1039,817,3,27,16:23:46,22.777,22777
1039,817,4,43,16:46:24,22.963,22963
1039,817,5,45,16:50:33,21:39.8,1299801
1038,817,1,22,15:46:48,25.498,25498
1038,817,2,26,15:55:06,25:23.6,1523637
1037,817,1,11,15:34:49,23.586,23586
1036,817,1,35,16:03:27,21.837,21837
1035,817,1,14,14:34:58,28.587,28587
1035,817,2,26,14:53:46,28.167,28167
1035,817,3,35,15:08:07,28.057,28057
1034,817,1,12,14:35:22,29.559,29559
1033,817,1,4,15:19:30,21.92,21920
1033,817,2,43,16:14:04,22.073,22073
1032,817,1,37,15:57:33,21.603,21603
1030,817,1,11,17:32:58,21.904,21904
1030,817,2,42,18:27:24,21.624,21624
1029,817,1,8,14:23:15,30.76,30760
1029,817,2,40,15:03:20,29.491,29491
1028,817,1,21,13:49:25,23.751,23751
1027,817,1,50,14:22:29,22.345,22345
1026,817,1,29,15:00:26,23.292,23292
1025,817,1,1,14:16:36,36.031,36031
1024,817,1,34,21:16:25,30.756,30756
1023,817,1,30,15:56:33,24.32,24320
1022,817,1,1,15:16:08,27.62,27620
1021,817,1,46,16:17:28,22.498,22498
1020,817,1,3,15:25:39,21.224,21224
1019,817,1,12,14:31:41,28.416,28416
1019,817,2,20,14:44:42,28.381,28381
1018,817,1,46,16:07:18,22.305,22305
1017,817,1,16,15:39:36,31.031,31031
1016,817,1,8,14:23:27,23.927,23927
1015,817,1,11,15:27:55,24.269,24269
1014,817,1,24,15:47:07,22.379,22379
1014,817,2,45,16:16:58,22.702,22702
1013,817,1,10,16:32:28,20.884,20884
1012,817,1,18,14:44:01,23.506,23506
1011,817,1,24,18:53:09,25.676,25676
1010,817,1,1,16:15:30,33.027,33027
1009,817,1,33,18:15:29,21.061,21061
1008,817,1,39,16:01:41,23.3,23300
1007,817,1,12,13:29:44,22.022,22022
1005,817,1,23,14:53:24,22.864,22864
1004,817,1,39,15:18:49,37.446,37446
1003,817,1,27,21:05:14,28.779,28779
1002,817,1,1,15:15:35,24.805,24805
1000,817,1,44,16:14:45,21.364,21364
998,817,1,18,14:41:31,28.194,28194
998,817,2,30,15:00:29,28.001,28001
997,817,1,15,15:30:32,21.95,21950
997,817,2,38,15:57:21,21.259,21259
996,817,1,28,17:02:52,24.309,24309
995,817,1,17,14:37:31,23.279,23279
994,817,1,17,15:34:32,24.542,24542
993,817,1,33,16:03:28,21.618,21618
992,817,1,37,17:25:09,19.925,19925
991,817,1,17,14:41:56,23.042,23042
991,817,2,31,15:05:15,22.691,22691
989,817,1,26,16:52:59,21.44,21440
1073,822,1,30,17:48:30,21.669,21669
1072,822,1,10,20:49:57,21.668,21668
1072,822,2,13,20:58:35,16:35.9,995942
1072,822,3,15,21:22:07,18:09.5,1089473
1071,822,1,7,14:12:38,17.899,17899
1071,822,2,8,14:14:50,17.837,17837
1071,822,3,30,14:44:40,23.263,23263
1071,822,4,41,14:58:30,22.856,22856
1070,822,1,1,13:05:16,22.463,22463
1070,822,2,40,14:01:30,31.664,31664
1070,822,3,63,14:33:17,22.68,22680
1070,822,4,67,14:39:06,26.443,26443
1069,822,1,15,14:29:44,24.444,24444
1069,822,2,34,15:02:17,23.619,23619
1067,822,1,37,16:01:20,22.962,22962
1066,822,1,28,15:51:35,29.936,29936
1066,822,2,47,16:23:58,29.569,29569
1065,822,1,26,15:41:50,24.308,24308
1064,822,1,31,15:42:24,18.873,18873
1064,822,2,67,16:27:35,21.73,21730
1061,822,1,2,15:08:02,34:09.1,2049149
1061,822,2,22,16:15:42,28.209,28209
1060,822,1,30,15:39:41,21.071,21071
1059,822,1,17,15:31:34,30.572,30572
1058,822,1,27,15:34:56,21.752,21752
1057,822,1,11,16:24:08,20.356,20356
1057,822,2,47,17:34:08,21.346,21346
1057,822,3,48,17:37:13,33:55.2,2035229
1055,822,1,23,15:37:18,22.311,22311
1055,822,2,53,16:18:52,21.638,21638
1054,822,1,2,15:06:11,21.377,21377
1054,822,2,3,15:08:34,22.072,22072
1054,822,3,36,15:56:27,26.938,26938
1054,822,4,63,16:33:39,26.573,26573
1053,822,1,28,15:50:46,30.167,30167
1052,822,1,16,18:35:24,24.262,24262
1052,822,2,30,18:57:58,32.897,32897
1052,822,3,54,19:36:21,24.566,24566
1051,822,1,33,17:53:44,36.341,36341
1047,822,1,10,17:31:02,21.587,21587
1046,822,1,49,21:03:18,24.552,24552
1046,822,2,62,21:16:37,52.874,52874
1045,822,1,1,17:15:57,19:19.2,1159205
1045,822,2,4,18:43:43,24.936,24936
1045,822,3,25,19:21:09,24.734,24734
1045,822,4,38,19:42:04,24.675,24675
1044,822,1,7,13:27:48,23.398,23398
1044,822,2,46,14:37:34,22.853,22853
1043,822,1,19,13:38:22,29.6,29600
1043,822,2,51,14:21:18,30.129,30129
1042,822,1,41,14:09:27,26.512,26512
1041,822,1,13,14:33:18,22.625,22625
1040,822,1,26,15:02:26,29.75,29750
1039,822,2,8,15:31:11,23:56.4,1436402
1039,822,1,7,15:28:34,17.56,17560
1039,822,3,31,16:29:09,23.111,23111
1039,822,4,43,16:46:01,23.199,23199
1039,822,5,45,16:50:27,21:42.0,1302010
1038,822,1,22,15:46:49,24.41,24410
1038,822,2,26,15:55:03,25:22.3,1522264
1037,822,1,11,15:34:37,25.548,25548
1036,822,1,23,15:45:39,22.31,22310
1036,822,2,48,16:20:38,22.143,22143
1036,822,3,64,16:42:47,22.607,22607
1035,822,1,13,14:33:10,28.408,28408
1035,822,2,32,15:02:31,28.188,28188
1034,822,1,13,14:37:06,30.571,30571
1034,822,2,50,15:38:33,33.602,33602
1033,822,1,2,15:16:16,21.906,21906
1033,822,2,33,15:59:47,21.644,21644
1033,822,3,49,16:21:27,21.572,21572
1032,822,1,34,15:53:38,21.376,21376
1031,822,1,26,15:43:06,21.937,21937
1031,822,2,56,16:23:58,16.407,16407
1030,822,1,29,18:04:02,21.145,21145
1029,822,1,26,14:45:14,23.148,23148
1029,822,2,41,15:03:49,23.21,23210
1028,822,1,14,13:36:58,24.151,24151
1028,822,2,35,14:12:18,23.819,23819
1027,822,1,36,14:02:45,22.179,22179
1026,822,1,17,14:40:21,23,23000
1026,822,2,36,15:10:17,23.157,23157
1025,822,1,28,15:02:47,29.436,29436
1024,822,1,22,20:53:46,29.234,29234
1023,822,1,27,15:51:41,23.7,23700
1022,822,1,23,15:59:25,22.579,22579
1021,822,1,5,15:19:58,33.328,33328
1021,822,2,46,16:17:11,21.744,21744
1020,822,1,3,15:25:19,22.243,22243
1020,822,2,26,16:01:40,20.498,20498
1020,822,3,30,16:09:52,21.142,21142
1020,822,4,46,16:38:41,21.009,21009
1019,822,1,16,14:37:23,28.493,28493
1019,822,2,45,15:23:52,28.177,28177
1018,822,1,21,15:37:18,22.552,22552
1017,822,1,23,15:50:09,30.412,30412
1016,822,1,30,14:51:51,23.994,23994
1016,822,2,67,15:38:52,23.456,23456
1015,822,1,11,15:27:11,25.03,25030
1015,822,2,12,15:29:18,24.776,24776
1014,822,1,26,15:49:04,22.034,22034
1014,822,2,45,16:15:21,22.018,22018
1013,822,1,12,16:35:24,20.006,20006
1012,822,1,21,14:48:27,22.196,22196
1012,822,2,36,15:13:10,24.083,24083
1011,822,1,12,18:33:08,24.865,24865
1011,822,2,37,19:13:58,24.433,24433
1010,822,1,23,16:47:33,22.014,22014
1009,822,1,16,17:45:52,21.6,21600
1009,822,2,40,18:27:52,21.289,21289
1008,822,1,18,15:35:50,22.955,22955
1008,822,2,59,16:26:17,22.727,22727
1007,822,1,11,13:28:30,22.105,22105
1007,822,2,48,14:20:17,23.887,23887
1007,822,3,62,14:40:33,22.512,22512
1006,822,1,23,13:53:07,23.478,23478
1005,822,1,23,14:53:12,22.777,22777
1004,822,1,12,14:33:30,29.794,29794
1003,822,1,16,20:45:39,28.542,28542
1002,822,1,36,16:06:30,23.763,23763
1001,822,1,1,15:16:19,20.349,20349
1001,822,2,2,15:19:21,30.519,30519
1001,822,3,29,16:11:03,22.399,22399
1000,822,1,15,15:34:11,21.337,21337
999,822,1,28,15:49:51,19.188,19188
999,822,2,52,16:22:05,33.279,33279
998,822,1,21,14:46:03,27.894,27894
996,822,1,1,16:16:38,27.955,27955
996,822,2,39,17:21:22,30.666,30666
995,822,1,36,15:01:20,23.775,23775
994,822,1,17,15:35:01,24.02,24020
993,822,1,19,15:44:12,23.213,23213
992,822,1,40,17:30:08,20.192,20192
991,822,1,19,14:45:02,22.097,22097
990,822,1,20,18:46:40,26.105,26105
989,822,1,25,16:51:21,21.664,21664
1047,825,1,31,18:10:52,22.714,22714
1047,825,2,47,18:39:11,23.098,23098
1046,825,1,26,20:41:37,25.474,25474
1046,825,2,54,21:09:40,25.466,25466
1045,825,1,1,17:16:23,19:17.0,1156990
1045,825,2,3,18:41:46,38.297,38297
1045,825,3,27,19:24:46,25.924,25924
1045,825,4,53,20:07:38,25.793,25793
1044,825,1,8,13:29:27,24.552,24552
1044,825,2,34,14:16:33,02:34.0,153964
1043,825,1,27,13:50:01,30.708,30708
1042,825,1,31,13:57:08,27.3,27300
1041,825,1,14,14:35:37,23.016,23016
1041,825,2,34,15:07:30,23.114,23114
1040,825,1,19,14:51:23,30.188,30188
1038,825,1,1,15:15:04,40.078,40078
1037,825,1,10,15:32:57,26.156,26156
1037,825,2,35,16:22:33,24.339,24339
1036,825,1,28,15:53:40,24.148,24148
1035,825,1,9,14:27:31,28.934,28934
1035,825,2,20,14:45:03,29.389,29389
1033,825,1,35,16:03:02,23.621,23621
1032,825,1,31,15:51:02,21.977,21977
1030,825,1,20,17:48:59,21.531,21531
1029,825,1,27,14:47:22,23.891,23891
1029,825,2,53,15:20:13,23.479,23479
1028,825,1,18,13:44:43,24.929,24929
1028,825,2,40,14:22:38,24.731,24731
1027,825,1,28,13:53:14,23.084,23084
1026,825,1,17,14:41:19,24.156,24156
1026,825,2,47,15:30:01,23.973,23973
1025,825,1,27,15:01:41,30.509,30509
1024,825,1,18,20:46:43,29.403,29403
1024,825,2,56,22:04:12,30.916,30916
1023,825,1,20,15:42:25,24.4,24400
1023,825,2,34,16:03:34,24.978,24978
1022,825,1,25,16:04:08,22.584,22584
1021,825,1,38,16:06:21,21.618,21618
1020,825,1,8,15:34:19,21.106,21106
1020,825,2,21,15:55:12,21.179,21179
1020,825,3,29,16:09:20,21.359,21359
1020,825,4,42,16:31:41,20.38,20380
1020,825,5,45,16:37:20,20.285,20285
1020,825,6,57,16:54:35,20.7,20700
1019,825,1,1,14:15:41,32.767,32767
1018,825,1,11,15:26:15,23.243,23243
1018,825,2,13,15:29:01,16.224,16224
1018,825,3,62,16:27:00,22.309,22309
1017,825,1,16,15:39:52,30.832,30832
1016,825,1,39,15:04:54,24.381,24381
1015,825,1,11,15:27:55,25.419,25419
1014,825,1,23,15:45:34,22.025,22025
1014,825,2,45,16:16:29,22.992,22992
1013,825,1,7,16:26:55,20.118,20118
1013,825,2,39,17:26:07,20.859,20859
1012,825,1,9,14:29:10,23.964,23964
1012,825,2,33,15:09:45,23.383,23383
1011,825,1,10,18:30:10,24.948,24948
1011,825,2,38,19:16:47,25.982,25982
1010,825,1,14,16:34:47,22.388,22388
1009,825,1,41,18:30:42,21.587,21587
1008,825,1,41,16:04:39,23.115,23115
1007,825,1,43,14:15:14,22.39,22390
1006,825,1,30,14:05:48,23.723,23723
1005,825,1,2,14:17:48,29.007,29007
1004,825,1,9,14:28:59,29.904,29904
1003,825,1,26,21:04:30,29.408,29408
1003,825,2,36,21:23:01,30.711,30711
1003,825,3,48,21:44:52,29.324,29324
1002,825,1,4,15:21:22,38.563,38563
1001,825,1,1,15:16:07,20.021,20021
1001,825,2,26,16:05:49,24.304,24304
1000,825,1,31,15:57:05,25.126,25126
999,825,1,20,15:39:50,19.818,19818
999,825,2,51,16:22:14,34.742,34742
999,825,3,55,16:29:59,27.736,27736
998,825,1,25,14:53:08,28.45,28450
997,825,1,28,15:46:11,22.138,22138
996,825,1,28,17:03:31,25.419,25419
995,825,1,22,14:44:21,24.008,24008
994,825,1,17,15:35:35,24.237,24237
993,825,1,32,16:02:35,22.917,22917
992,825,1,1,16:17:11,35.608,35608
992,825,2,39,17:30:36,21.778,21778
991,825,1,24,14:53:57,22.973,22973
990,825,1,13,18:35:49,25.106,25106
990,825,2,27,18:58:45,24.629,24629
989,825,1,22,16:46:31,21.983,21983
1047,826,1,10,17:31:37,25.724,25724
1046,826,1,27,20:42:12,24.101,24101
1046,826,2,53,21:07:47,24.232,24232
1045,826,1,1,17:16:36,19:23.0,1163014
1045,826,2,17,19:08:09,37.317,37317
1045,826,3,33,19:34:29,24.135,24135
1044,826,1,8,13:29:42,23.417,23417
1043,826,1,14,13:32:12,30.277,30277
1043,826,2,51,14:22:09,29.809,29809
1042,826,1,25,13:48:37,27.211,27211
1042,826,2,55,14:30:36,32.943,32943
1041,826,1,17,14:41:05,30.826,30826
1041,826,2,44,15:23:55,22.527,22527
1040,826,1,30,15:09:46,29.662,29662
1039,826,2,8,15:31:24,24:06.0,1445955
1039,826,1,7,15:28:47,17.522,17522
1039,826,3,29,16:26:55,23.113,23113
1039,826,4,43,16:47:06,22.745,22745
1039,826,5,45,16:50:58,21:30.2,1290227
1038,826,1,22,15:46:56,25.92,25920
1038,826,2,26,15:55:12,25:24.1,1524139
1037,826,1,11,15:35:10,23.769,23769
1036,826,1,21,15:43:30,23.036,23036
1036,826,2,45,16:17:43,22.079,22079
1035,826,1,19,14:43:00,28.036,28036
1035,826,2,35,15:07:54,28.365,28365
1033,826,1,1,15:14:46,23.568,23568
1033,826,2,18,15:39:53,22.685,22685
1032,826,1,36,15:56:45,22.197,22197
1031,826,1,26,15:44:12,22.769,22769
1031,826,2,51,16:15:41,21.622,21622
1031,826,3,56,16:24:11,19.656,19656
1030,826,1,40,18:23:38,21.496,21496
1029,826,1,23,14:42:08,22.759,22759
1029,826,2,46,15:10:52,23.378,23378
1028,826,1,21,13:49:45,27.115,27115
1028,826,2,39,14:20:32,24.162,24162
1027,826,1,10,13:27:43,22.49,22490
1027,826,2,44,14:14:40,22.033,22033
1026,826,1,27,14:57:31,23.293,23293
1025,826,1,27,15:01:53,30.753,30753
1025,826,2,29,15:06:31,29.571,29571
1024,826,1,12,20:35:59,28.799,28799
1024,826,2,36,21:20:05,34.711,34711
1023,826,1,28,15:53:53,24.479,24479
1022,826,1,24,16:01:55,22.834,22834
1021,826,1,21,15:42:35,23.002,23002
1020,826,1,3,15:25:41,23.09,23090
1020,826,2,25,16:01:14,21.488,21488
1020,826,3,28,16:07:11,24.31,24310
1020,826,4,45,16:37:18,20.671,20671
1019,826,1,12,14:31:52,29.377,29377
1019,826,2,21,14:47:13,28.811,28811
1018,826,1,32,15:51:13,25.091,25091
1017,826,1,32,16:05:49,30.233,30233
1016,826,1,12,14:28:56,23.825,23825
1015,826,1,32,15:56:48,24.023,24023
1014,826,1,21,15:42:48,22.049,22049
1014,826,2,45,16:16:25,33.821,33821
1013,826,1,5,16:23:10,21.013,21013
1012,826,1,7,14:25:49,17.257,17257
1012,826,2,25,14:56:18,26.05,26050
1012,826,3,30,15:04:57,43.206,43206
1011,826,1,12,18:33:44,26.508,26508
1011,826,2,38,19:16:45,30.761,30761
1010,826,1,26,16:52:54,22.086,22086
1008,828,1,18,15:36:28,23.377,23377
1007,828,1,16,13:36:10,31.406,31406
1006,828,1,30,14:06:07,23.94,23940
1005,828,1,5,14:23:11,23.244,23244
1004,828,1,11,14:32:34,30.051,30051
1004,828,2,37,15:16:36,30.146,30146
1003,828,1,44,21:36:55,28.86,28860
1002,828,1,1,15:15:50,29.992,29992
1002,828,2,42,16:16:25,25.575,25575
1001,828,1,1,15:16:11,19.711,19711
1001,828,2,26,16:05:55,22.558,22558
1000,828,1,6,15:22:06,22.64,22640
999,828,1,38,16:04:17,18.84,18840
998,828,1,24,14:51:45,28.207,28207
997,828,1,45,16:06:18,21.519,21519
996,828,1,35,17:15:27,24.295,24295
995,828,1,1,14:15:00,23.529,23529
994,828,1,17,15:35:35,24.291,24291
993,828,1,35,16:07:20,22.1,22100
992,828,1,1,16:17:16,44.107,44107
992,828,2,18,16:52:18,25.378,25378
992,828,3,36,17:25:51,32.629,32629
992,828,4,39,17:32:40,14.998,14998
991,828,1,29,15:03:02,22.785,22785
990,828,1,23,18:52:22,25.194,25194
1073,830,1,13,17:22:42,21.152,21152
1073,830,2,36,17:57:06,21.871,21871
1073,830,3,53,18:22:37,21.453,21453
1072,830,1,13,20:58:28,16:36.4,996375
1072,830,2,15,21:21:56,18:07.6,1087591
1071,830,1,7,14:12:32,17.916,17916
1071,830,2,8,14:14:46,17.807,17807
1071,830,3,27,14:40:38,22.722,22722
1071,830,4,40,14:57:11,22.766,22766
1070,830,1,33,13:50:33,21.908,21908
1069,830,1,10,14:20:36,23.727,23727
1069,830,2,29,14:52:59,24.052,24052
1067,830,1,36,15:59:52,22.442,22442
1066,830,1,26,15:47:58,29.578,29578
1066,830,2,48,16:25:32,31.017,31017
1065,830,1,23,15:36:46,32.456,32456
1064,830,1,21,15:29:30,19.142,19142
1064,830,2,40,15:53:30,18.578,18578
1062,830,1,1,15:05:21,22.569,22569
1062,830,2,2,15:08:31,24:16.3,1456349
1062,830,3,3,15:34:44,35.245,35245
1062,830,4,20,15:59:31,21.047,21047
1062,830,5,40,16:27:50,20.848,20848
1060,830,1,32,15:41:42,21.09,21090
1060,830,2,60,16:14:03,21.236,21236
1059,830,1,18,15:33:10,29.803,29803
1059,830,2,32,15:56:20,30.123,30123
1058,830,1,29,15:36:53,20.936,20936
1057,830,1,12,16:25:37,19.769,19769
1056,830,1,34,15:46:10,23.746,23746
1055,830,1,24,15:38:32,23.565,23565
1055,830,2,60,16:28:18,21.592,21592
1054,830,1,2,15:06:14,22.718,22718
1054,830,2,3,15:08:37,22.104,22104
1054,830,3,35,15:55:06,26.743,26743
1054,830,4,64,16:34:55,26.319,26319
1053,830,1,27,15:47:59,29.809,29809
1053,830,2,33,15:58:11,27:01.4,1621361
1052,830,1,17,18:36:54,24.767,24767
1052,830,2,39,19:12:13,23.848,23848
1051,830,1,17,17:29:03,25.3,25300
1051,830,2,41,18:04:20,25.175,25175
1051,830,3,55,18:24:59,25.465,25465
1047,830,1,10,17:30:57,21.289,21289
1045,830,1,1,17:15:44,19:24.5,1164529
1045,830,2,20,19:12:27,24.622,24622
1045,830,3,34,19:34:47,26.95,26950
1045,830,4,46,19:53:52,23.906,23906
1044,830,1,11,13:34:27,24.256,24256
1044,830,2,18,13:47:55,22.518,22518
1044,830,3,43,14:31:06,22.787,22787
1043,830,1,18,13:37:06,29.427,29427
1042,830,1,23,13:45:13,26.394,26394
1041,830,1,16,14:38:04,22.106,22106
1041,830,2,45,15:22:43,22.568,22568
1040,830,1,25,15:00:57,28.748,28748
1038,830,1,22,15:46:50,26.149,26149
1038,830,2,26,15:55:08,25:22.8,1522796
1037,830,1,11,15:34:40,23.314,23314
1036,830,1,21,15:42:49,21.532,21532
1036,830,2,41,16:10:56,21.601,21601
1035,830,1,26,14:53:04,29.115,29115
